spawnCode,delay,enemyType,posX,posY,dropItemName,movX,movY,degreeZ,movSpeed,movingType,movDesX,movDesY,movExitX,movExitY,fieldTimeLimit,bulletType,bulletName,patternType,bulletSpeed,shootLimit,firstWaitTime,waitTime,
212,0,EnemyM_A,-1.3,4,gold,0,-1,0,1,str,0,0,0,-1,6,str,EBM_A,way,4,2,1,2,7.9
212,0,EnemyM_A,1.3,4,gold,0,-1,0,1,str,0,0,0,-1,6,str,EBM_A,way,4,2,1,2,7.9
212,0.2,EnemyS_B,0,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,99,5,8.1
212,0.2,EnemyS_B,0,4,silver,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,99,5,8.3
212,0.2,EnemyS_B,0,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,99,5,8.5
212,0.2,EnemyS_B,0,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,99,5,8.7
212,0.2,EnemyS_B,0,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,99,5,8.9
212,0.2,EnemyS_B,0,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,99,5,9.1
212,0.2,EnemyS_B,0,4,silver,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,99,5,9.3
212,0.2,EnemyS_B,0,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,99,5,9.5
212,0.2,EnemyS_B,0,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,99,5,9.7
212,0.2,EnemyS_B,0,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,99,5,9.9
212,0.2,EnemyS_B,0,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,99,5,10.1
212,0.2,EnemyS_B,0,4,silver,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,99,5,10.3
213,1.5,EnemyS_D,-0.6,4,pow,0,-1,0,1,slow,-0.6,2,-2,1,4,srt,EBS_A,str,4,1,1.5,5,11.8
213,0.2,EnemyS_D,-1.2,4,,0,-1,0,1,slow,-1.2,1.6,-2,1,4,srt,EBS_A,str,4,1,1.5,5,12
213,0.2,EnemyS_D,-1.8,4,,0,-1,0,1,slow,-1.8,1.2,-2,1,4,srt,EBS_A,str,4,1,1.5,5,12.2
213,0.2,EnemyS_D,-0.6,4,silver,0,-1,0,1,slow,-0.6,2,-2,1,4,srt,EBS_A,str,4,1,1.5,5,12.4
213,0.2,EnemyS_D,-1.2,4,,0,-1,0,1,slow,-1.2,1.6,-2,1,4,srt,EBS_A,str,4,1,1.5,5,12.6
213,0.2,EnemyS_D,-1.8,4,,0,-1,0,1,slow,-1.8,1.2,-2,1,4,srt,EBS_A,str,4,1,1.5,5,12.8
213,0.6,EnemyS_D,0.6,4,silver,0,-1,0,1,slow,0.6,2,2,1,4,srt,EBS_A,str,4,1,1.5,5,13.4
213,0.2,EnemyS_D,1.2,4,,0,-1,0,1,slow,1.2,1.6,2,1,4,srt,EBS_A,str,4,1,1.5,5,13.6
213,0.2,EnemyS_D,1.8,4,,0,-1,0,1,slow,1.8,1.2,2,1,4,srt,EBS_A,str,4,1,1.5,5,13.8
213,0.2,EnemyS_D,0.6,4,silver,0,-1,0,1,slow,0.6,2,2,1,4,srt,EBS_A,str,4,1,1.5,5,14
213,0.2,EnemyS_D,1.2,4,,0,-1,0,1,slow,1.2,1.6,2,1,4,srt,EBS_A,str,4,1,1.5,5,14.2
213,0.2,EnemyS_D,1.8,4,,0,-1,0,1,slow,1.8,1.2,2,1,4,srt,EBS_A,str,4,1,1.5,5,14.4
214,1.6,EnemyS_B,-2,4,silver,0,-1,0,3,str,0,0,0,0,99,acc,EBS_A,str,4,2,0.75,3,16
214,0.2,EnemyS_B,0,4,silver,0,-1,0,3,str,0,0,0,0,99,acc,EBS_A,str,4,2,0.75,3,16.2
214,0.2,EnemyS_B,1.5,4,silver,0,-1,0,3,str,0,0,0,0,99,acc,EBS_A,str,4,2,0.75,3,16.4
214,0.2,EnemyS_B,-1.5,4,silver,0,-1,0,3,str,0,0,0,0,99,acc,EBS_A,str,4,2,0.75,3,16.6
214,0.2,EnemyS_B,0,4,silver,0,-1,0,3,str,0,0,0,0,99,acc,EBS_A,str,4,2,0.75,3,16.8
214,0.2,EnemyS_B,2,4,silver,0,-1,0,3,str,0,0,0,0,99,acc,EBS_A,str,4,2,0.75,3,17
214,0.2,EnemyS_B,-1,4,silver,0,-1,0,3,str,0,0,0,0,99,acc,EBS_A,str,4,2,0.75,3,17.2
214,0.2,EnemyS_B,-1.5,4,silver,0,-1,0,3,str,0,0,0,0,99,acc,EBS_A,str,4,2,0.75,3,17.4
214,0.2,EnemyS_B,0.5,4,silver,0,-1,0,3,str,0,0,0,0,99,acc,EBS_A,str,4,2,0.75,3,17.6
214,0.2,EnemyS_B,1,4,silver,0,-1,0,3,str,0,0,0,0,99,acc,EBS_A,str,4,2,0.75,3,17.8
215,1.5,EnemyL_B,0,4,gold,0,0,0,1,slow,0,2,0,-1,8,acc,EBM_A,spr,2.5,8,1.5,2,1.3
215,1,EnemyS_B,-3,-3.5,,0,1,0,2,slow,-2,-2.5,-1,1,3,str,EBS_A,str,4,1,1.5,5,2.3
215,0.75,EnemyS_B,-3,-3.5,,0,1,0,2,slow,-2,-2.5,-1,1,3,str,EBS_A,str,4,1,1.5,5,3.05
215,0.75,EnemyS_B,-3,-3.5,silver,0,1,0,2,slow,-2,-2.5,-1,1,3,str,EBS_A,str,4,1,1.5,5,3.8
215,1,EnemyS_B,3,-3.5,,0,1,0,2,slow,2,-2.5,1,1,3,str,EBS_A,str,4,1,1.5,5,4.8
215,0.75,EnemyS_B,3,-3.5,,0,1,0,2,slow,2,-2.5,1,1,3,str,EBS_A,str,4,1,1.5,5,5.55
215,0.75,EnemyS_B,3,-3.5,silver,0,1,0,2,slow,2,-2.5,1,1,3,str,EBS_A,str,4,1,1.5,5,6.3
215,1,EnemyS_D,-2,4,,0,1,180,5,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,7.3
215,0.2,EnemyS_D,-2,4,,0,1,180,5,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,7.5
215,0.2,EnemyS_D,-2,4,silver,0,1,180,5,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.8,5,7.7
215,1,EnemyS_D,2,4,,0,1,180,5,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,8.7
215,0.2,EnemyS_D,2,4,,0,1,180,5,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,8.9
215,0.2,EnemyS_D,2,4,silver,0,1,180,5,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.8,5,9.1
221,1.5,EnemyS_C,-3.5,0.5,,3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,0.4,2,10.6
221,0.2,EnemyS_C,-3.5,0.5,silver,3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,0.6,2,10.8
221,0.2,EnemyS_C,-3.5,0.5,,3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,0.8,2,11
221,0.2,EnemyS_C,-3.5,0.5,silver,3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,1,2,11.2
221,0.2,EnemyS_C,-3.5,0.5,,3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,1.2,2,11.4
221,0.2,EnemyS_C,-3.5,0.5,,3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,1.2,2,11.6
221,1.5,EnemyS_C,3.5,0,silver,-3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,0.4,2,13.1
221,0.2,EnemyS_C,3.5,0,,-3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,0.6,2,13.3
221,0.2,EnemyS_C,3.5,0,silver,-3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,0.8,2,13.5
221,0.2,EnemyS_C,3.5,0,,-3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,1,2,13.7
221,0.2,EnemyS_C,3.5,0,silver,-3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,1.2,2,13.9
221,0.2,EnemyS_C,3.5,0,,-3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,1.2,2,14.1
221,0.2,EnemyS_C,3.5,0,silver,-3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,1.2,2,14.3
221,0.2,EnemyS_C,3.5,0,,-3,1,0,4,str,0,0,0,0,99,acc,EBS_A,str,4,1,1.2,2,14.5
222,1.5,EnemyM_A,-3.5,3.5,gold,0,1,-120,2,str,0,0,0,-1,6,str,EBM_A,cir,4,1,1,99,0
222,1.5,EnemyM_A,-3.5,2.5,gold,0,1,-120,2,str,0,0,0,-1,6,str,EBM_A,cir,4,1,1,99,1.5
222,1.5,EnemyM_A,-3.5,4,gold,0,1,-120,2,str,0,0,0,-1,6,str,EBM_A,cir,4,1,1,99,3
222,1.5,EnemyM_A,-3.5,3,gold,0,1,-120,2,str,0,0,0,-1,6,str,EBM_A,cir,4,1,1,99,4.5
B00,2,Boss_B,0,4,,0,0,0,0,slow,0,1.5,0,0,60,str,EBS_A,none,0,0,1.5,0,
2++,15,EnemyS_B,-3,5,pow,0,-0.5,0,2,slow,-2,3,-1,-1,3,str,EBS_A,str,4,1,1.5,5,79
2++,15,EnemyS_B,3,5,pow,0,-0.5,0,2,slow,2,3,1,-1,3,str,EBS_A,str,4,1,1.5,5,94
2++,15,EnemyS_B,-3,5,pow,0,-0.5,0,2,slow,-2,3,-1,-1,3,str,EBS_A,str,4,1,1.5,5,109
2++,15,EnemyS_B,3,5,pow,0,-0.5,0,2,slow,2,3,1,-1,3,str,EBS_A,str,4,1,1.5,5,124
